Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,Sleep_Hours,Water_Intake_L,Exercise,Stress_Level,Diet,Smoking,Alcohol,Skin_Health_Score
30,Female,High,High,Low,39.2,18.5,Oily,8,2.5,Regular,Low,Balanced,No,Frequently,92
41,Female,High,High,High,35.1,24.8,Oily,4,1.8,Regular,High,Mixed,No,Occasionally,25
45,Male,High,High,Low,45.9,20.0,Oily,9,3.7,None,Low,Mixed,No,Never,83
44,Female,High,Medium,Low,55.7,32.8,Combination,4,3.8,Regular,Medium,Balanced,No,Never,73
25,Male,Low,Medium,Medium,64.8,19.0,Dry,7,2.8,Light,Low,Healthy,No,Never,84
59,Male,Medium,Medium,Low,61.4,36.8,Normal,7,3.5,None,Low,Mixed,Yes,Never,54
44,Male,Medium,Medium,Low,41.0,22.1,Normal,6,3.8,Moderate,High,Balanced,No,Never,59
50,Male,Medium,High,Medium,64.5,34.4,Oily,7,2.5,Moderate,Medium,Balanced,No,Never,72
35,Male,High,Medium,High,56.8,37.7,Sensitive,9,2.1,Moderate,Low,Mixed,No,Never,95
48,Male,High,Low,High,79.4,23.1,Sensitive,5,3.4,Regular,High,Balanced,No,Never,51
37,Female,High,High,High,74.5,21.8,Oily,9,2.8,None,High,Balanced,No,Never,59
51,Male,High,High,Medium,40.1,24.8,Oily,6,2.0,Moderate,Medium,Junk,No,Occasionally,50
30,Male,High,Medium,Medium,29.3,27.5,Oily,8,2.1,Regular,High,Healthy,No,Never,83
60,Female,Low,High,High,73.1,32.2,Sensitive,7,1.4,Moderate,Medium,Healthy,Yes,Frequently,27
60,Male,Medium,Medium,High,50.1,25.5,Combination,6,2.6,Regular,Low,Junk,No,Occasionally,56
19,Female,Medium,High,Low,55.8,37.7,Oily,8,3.0,Regular,Medium,Mixed,No,Never,86
46,Female,Medium,Medium,Medium,72.8,30.0,Oily,9,1.0,None,Medium,Mixed,Yes,Frequently,21
21,Male,High,High,Medium,52.9,23.5,Oily,7,3.4,Light,Low,Junk,No,Occasionally,70
38,Female,Low,High,Medium,37.0,21.9,Oily,6,3.6,Regular,Medium,Junk,No,Never,62
49,Female,Medium,Medium,Low,50.3,22.5,Normal,8,3.9,Light,Medium,Healthy,No,Occasionally,80
21,Male,Medium,High,High,47.9,36.1,Oily,5,3.8,None,Medium,Mixed,Yes,Occasionally,23
48,Female,Medium,Medium,Low,57.9,26.4,Normal,4,2.1,Light,Low,Mixed,No,Never,53
50,Male,Medium,Medium,Low,49.0,32.9,Normal,4,1.2,Moderate,Low,Balanced,No,Never,46
24,Male,High,Medium,Low,52.8,30.9,Combination,9,3.7,Regular,High,Balanced,No,Occasionally,81
26,Female,Medium,Medium,Medium,50.9,25.4,Oily,9,1.3,Regular,High,Balanced,No,Never,61
48,Male,Medium,Medium,Medium,52.7,24.2,Combination,9,3.9,Moderate,Medium,Junk,No,Never,68
25,Male,Low,Medium,Low,31.2,20.9,Oily,4,2.0,Light,High,Healthy,No,Never,37
55,Female,Medium,Medium,Low,67.1,18.4,Normal,9,1.3,Regular,Low,Junk,No,Never,65
43,Female,Low,Low,High,83.1,26.0,Dry,5,3.7,Moderate,Low,Balanced,No,Frequently,55
20,Male,Low,Low,High,66.1,29.5,Oily,8,3.1,Moderate,Medium,Mixed,No,Never,76
44,Female,Medium,Medium,Low,59.3,34.5,Normal,8,3.2,Moderate,Medium,Junk,No,Occasionally,70
49,Male,High,Medium,Medium,69.2,36.7,Combination,8,2.9,Regular,Medium,Junk,No,Frequently,61
33,Male,Low,Low,High,32.8,18.1,Sensitive,9,1.6,Moderate,High,Healthy,Yes,Never,42
43,Female,Medium,High,Medium,36.6,32.5,Oily,5,1.4,Moderate,Medium,Healthy,No,Never,56
51,Female,Medium,Medium,Low,58.3,34.7,Normal,4,3.3,Regular,Medium,Healthy,No,Never,63
52,Male,High,Medium,Medium,83.5,37.4,Oily,5,3.6,Light,Medium,Mixed,No,Never,59
47,Male,Medium,Medium,Low,61.5,28.7,Normal,6,3.5,Regular,High,Balanced,No,Never,58
51,Female,Medium,High,Low,81.1,18.2,Oily,5,1.3,Regular,High,Mixed,No,Never,29
18,Male,Low,Medium,High,27.1,21.4,Sensitive,9,1.3,Regular,Medium,Healthy,No,Occasionally,66
42,Female,Medium,Low,High,59.3,22.6,Dry,6,2.0,None,Medium,Healthy,No,Occasionally,49
20,Male,Medium,Medium,Low,73.1,24.0,Normal,9,3.4,Moderate,Low,Balanced,Yes,Never,84
38,Female,Low,Low,Medium,73.6,35.6,Dry,6,3.9,Light,Low,Junk,No,Never,59
25,Male,Medium,Medium,Low,77.1,32.9,Normal,8,2.1,None,Low,Healthy,Yes,Never,70
25,Male,Medium,Medium,Low,63.3,20.7,Normal,9,2.6,Regular,High,Junk,No,Never,58
38,Male,Low,Low,High,62.1,25.9,Dry,4,1.2,Regular,Medium,Mixed,No,Occasionally,26
18,Female,Medium,Medium,Low,55.1,23.9,Normal,9,3.4,Regular,High,Mixed,No,Never,77
33,Female,High,Medium,High,62.1,24.1,Combination,9,1.4,Regular,Medium,Balanced,No,Never,79
33,Male,Medium,Medium,Low,60.7,31.1,Normal,4,1.3,Light,High,Mixed,No,Occasionally,9
23,Female,High,Medium,High,65.5,36.0,Dry,8,2.6,Regular,Medium,Mixed,No,Never,86
19,Male,Medium,Medium,Low,36.3,21.5,Normal,7,1.6,Regular,Low,Mixed,No,Never,75
26,Female,High,High,Medium,69.6,30.8,Sensitive,7,2.1,Moderate,Medium,Mixed,Yes,Never,66
22,Male,Medium,Medium,Low,73.5,35.8,Normal,6,3.4,Regular,Low,Healthy,Yes,Never,79
30,Male,Medium,Medium,Low,34.9,33.4,Normal,8,2.4,None,Medium,Healthy,No,Occasionally,68
48,Female,High,Medium,Low,81.5,34.5,Combination,9,3.0,Regular,High,Healthy,No,Never,84
18,Male,Low,High,Medium,56.2,23.1,Oily,9,1.2,Light,Medium,Mixed,No,Occasionally,51
51,Male,Medium,Medium,Low,26.1,18.3,Normal,6,3.5,Regular,Medium,Mixed,No,Never,70
20,Female,Medium,Medium,Low,51.1,30.3,Normal,7,3.0,Regular,Low,Healthy,No,Never,100
33,Male,High,Medium,Medium,74.1,18.4,Oily,9,1.4,Moderate,Medium,Mixed,No,Never,74
29,Male,Medium,Medium,Low,66.3,18.9,Normal,6,2.2,Light,Medium,Junk,No,Never,51
40,Female,High,High,Medium,53.2,23.1,Oily,5,3.3,Regular,High,Healthy,Yes,Occasionally,49
58,Female,High,High,High,78.3,20.8,Sensitive,9,1.1,Light,Low,Healthy,No,Never,80
31,Male,Medium,Medium,High,59.2,23.7,Combination,8,1.9,Light,Low,Mixed,No,Occasionally,62
39,Female,Medium,Low,High,82.7,36.0,Sensitive,8,3.5,Moderate,Low,Junk,No,Never,81
39,Male,Medium,Medium,Low,72.5,24.1,Normal,7,2.6,Moderate,Medium,Healthy,No,Never,86
28,Male,Medium,Low,High,70.5,25.0,Dry,5,1.3,Regular,Medium,Mixed,No,Never,43
23,Female,Medium,Medium,High,75.3,25.8,Sensitive,9,2.3,Light,Low,Mixed,Yes,Occasionally,60
38,Male,Low,Low,Medium,78.7,25.3,Dry,6,3.2,Moderate,High,Healthy,No,Occasionally,55
31,Female,Medium,Medium,Low,83.8,31.8,Normal,5,3.2,Regular,Medium,Healthy,No,Occasionally,71
24,Female,Medium,Low,High,50.0,25.9,Dry,6,3.7,Moderate,Low,Healthy,No,Never,87
25,Female,Low,Low,Medium,59.2,30.0,Dry,8,3.7,Light,High,Balanced,Yes,Never,46
30,Female,Medium,Medium,Low,35.3,36.2,Normal,4,2.0,Light,Medium,Junk,No,Never,35
58,Female,Medium,Low,Medium,69.4,19.1,Dry,4,3.9,Regular,High,Balanced,No,Never,43
36,Female,Low,Low,High,83.3,26.6,Dry,9,3.4,Moderate,High,Balanced,Yes,Occasionally,49
21,Female,Medium,Low,High,76.2,25.5,Dry,8,3.0,Light,Medium,Balanced,No,Occasionally,72
42,Male,Medium,Medium,Low,77.9,20.6,Normal,7,2.2,None,Low,Balanced,No,Never,71
44,Female,Medium,Medium,Medium,50.1,22.6,Combination,8,1.2,Regular,High,Healthy,No,Never,66
49,Male,High,Low,High,67.7,26.2,Sensitive,6,2.4,Moderate,Medium,Mixed,Yes,Never,44
44,Female,Low,Low,High,64.6,37.3,Dry,5,1.8,Regular,Medium,Mixed,No,Never,40
34,Male,Medium,Medium,Low,41.3,32.4,Normal,5,2.3,Light,Medium,Healthy,No,Frequently,48
59,Female,Medium,Medium,Low,29.3,29.2,Normal,5,2.6,Regular,Medium,Healthy,No,Occasionally,61
43,Female,Low,Medium,Medium,39.9,37.6,Sensitive,9,1.1,Regular,Low,Balanced,No,Never,82
54,Female,Medium,Medium,Low,43.5,30.4,Normal,8,2.1,Regular,Low,Healthy,No,Frequently,87
55,Female,High,Medium,Medium,66.6,33.3,Sensitive,6,1.2,Light,Low,Junk,No,Never,49
24,Male,Medium,Medium,Low,44.7,28.5,Combination,5,2.7,Moderate,Medium,Mixed,Yes,Never,45
50,Male,Medium,Medium,Low,80.1,24.3,Normal,9,2.4,Light,High,Balanced,No,Never,61
34,Male,Medium,Low,Medium,74.6,28.8,Dry,8,3.3,Moderate,Medium,Balanced,No,Occasionally,81
35,Female,High,Medium,High,77.7,30.4,Combination,6,3.6,Moderate,High,Mixed,Yes,Never,43
38,Male,High,High,Medium,51.7,28.4,Oily,6,2.1,Moderate,Medium,Balanced,No,Never,76
23,Female,Low,Low,Medium,30.4,27.2,Dry,5,3.3,Light,High,Mixed,No,Occasionally,32
54,Female,High,High,Low,31.9,31.5,Oily,9,1.7,Light,High,Balanced,No,Never,51
43,Male,Low,Medium,Medium,82.5,19.8,Dry,5,1.0,Regular,Medium,Balanced,Yes,Never,35
45,Male,Medium,High,Medium,72.3,31.3,Oily,7,1.1,Regular,Medium,Balanced,No,Occasionally,63
25,Male,Medium,Medium,Low,63.4,32.0,Normal,7,1.1,Regular,Medium,Balanced,No,Never,69
34,Male,Medium,Medium,Low,44.4,34.2,Normal,5,1.8,Regular,High,Junk,No,Occasionally,22
41,Female,Medium,High,High,26.0,31.9,Oily,4,3.5,Moderate,Low,Healthy,No,Occasionally,67
28,Female,Medium,Medium,Low,51.5,38.0,Normal,4,2.6,Moderate,High,Healthy,No,Occasionally,39
26,Male,Medium,High,Medium,69.7,23.5,Oily,6,3.7,Moderate,High,Junk,No,Occasionally,41
53,Male,Medium,Medium,Low,29.4,19.3,Normal,6,3.4,Moderate,Medium,Balanced,No,Never,73
34,Female,High,High,High,49.0,20.6,Oily,5,1.2,None,Medium,Balanced,No,Never,36
49,Female,Medium,Medium,Low,55.5,24.8,Combination,8,2.6,Light,Medium,Healthy,No,Occasionally,71
40,Female,Low,Low,Medium,53.8,23.1,Dry,4,1.1,Light,High,Healthy,No,Occasionally,17
55,Female,High,Medium,High,38.9,35.5,Combination,8,3.3,Moderate,Low,Balanced,No,Never,97
32,Male,Medium,Medium,Low,68.6,29.0,Normal,6,3.3,Moderate,High,Balanced,No,Never,63
34,Male,Medium,Medium,Low,60.4,22.8,Normal,7,3.3,Light,Medium,Junk,Yes,Never,47
58,Male,Medium,Medium,Low,38.0,33.3,Normal,9,4.0,Regular,Medium,Junk,No,Never,78
58,Male,High,Medium,High,27.4,33.6,Sensitive,7,3.0,Regular,Medium,Balanced,No,Occasionally,79
40,Male,Medium,Medium,Low,47.2,21.7,Normal,6,2.7,Light,Low,Balanced,No,Never,77
50,Male,Medium,Low,High,48.3,28.4,Dry,8,3.2,Regular,Low,Junk,Yes,Never,66
49,Male,High,High,Medium,70.8,37.3,Oily,9,3.2,None,Medium,Healthy,No,Frequently,70
35,Female,High,Medium,Medium,79.4,32.7,Oily,9,3.8,Moderate,Medium,Mixed,No,Never,90
43,Female,Medium,Low,Medium,33.7,19.9,Sensitive,9,3.0,Light,Low,Balanced,No,Never,96
54,Female,High,High,Medium,65.7,19.3,Sensitive,8,2.2,Light,Low,Mixed,Yes,Occasionally,65
52,Male,Medium,Medium,Low,80.0,27.7,Normal,4,2.1,Moderate,High,Healthy,No,Never,39
46,Male,Low,High,Low,36.4,36.2,Dry,7,3.8,Regular,Medium,Mixed,No,Never,74
42,Female,High,Medium,Low,41.1,36.1,Sensitive,7,2.3,Regular,Medium,Healthy,No,Frequently,81
21,Female,Medium,Low,High,77.8,20.2,Dry,8,3.2,None,Low,Healthy,No,Occasionally,81
35,Male,Medium,Medium,High,67.8,18.9,Combination,8,3.7,Light,Medium,Junk,No,Never,63
58,Male,Medium,High,High,55.5,24.3,Oily,8,1.9,Regular,Low,Mixed,No,Frequently,56
50,Female,Medium,High,Medium,38.7,28.4,Oily,7,2.7,None,High,Junk,No,Never,26
37,Male,Low,High,High,54.3,21.8,Sensitive,5,3.9,Moderate,High,Balanced,No,Never,43
53,Male,Low,Medium,Low,56.3,20.8,Combination,7,1.7,Moderate,Low,Junk,No,Never,52
50,Female,Medium,Medium,High,41.6,28.6,Combination,5,2.7,Moderate,High,Healthy,Yes,Never,30
46,Male,Low,Low,High,50.6,33.1,Dry,5,3.7,None,Medium,Healthy,No,Never,43
36,Male,Medium,Medium,Low,73.0,34.8,Normal,5,3.2,Regular,Medium,Junk,No,Frequently,46
58,Female,Low,Medium,Low,51.4,19.0,Combination,4,1.2,None,High,Junk,Yes,Frequently,0
48,Female,Medium,High,Medium,84.0,33.5,Oily,7,2.7,Moderate,Medium,Junk,No,Occasionally,56
53,Female,High,High,High,31.4,19.3,Sensitive,9,2.4,Regular,Low,Balanced,No,Frequently,85
23,Female,Medium,Medium,Low,72.3,28.6,Normal,7,1.4,Moderate,Medium,Healthy,No,Never,71
41,Female,Medium,High,High,70.7,18.2,Dry,4,3.5,Light,Medium,Mixed,No,Occasionally,39
45,Female,High,Medium,High,27.3,19.1,Sensitive,7,3.8,Regular,High,Junk,Yes,Frequently,31
45,Male,Medium,Medium,Low,28.2,33.8,Normal,7,2.9,Light,Medium,Junk,No,Frequently,45
26,Male,Medium,Low,Low,30.6,20.9,Dry,9,1.1,Light,Medium,Mixed,Yes,Never,48
26,Female,Medium,Medium,Low,84.1,37.8,Oily,5,1.9,Regular,Low,Balanced,No,Never,62
55,Female,High,Low,Low,26.1,20.4,Sensitive,7,3.1,Moderate,Low,Balanced,No,Never,94
29,Female,High,High,Low,80.1,35.2,Oily,8,3.7,Light,Medium,Junk,No,Never,69
31,Male,Medium,Medium,Low,72.3,21.0,Normal,5,2.7,Light,High,Balanced,No,Occasionally,36
37,Male,High,Medium,Medium,28.0,36.5,Combination,6,3.4,None,High,Mixed,No,Never,43
36,Male,Medium,High,Low,53.6,33.9,Sensitive,5,3.2,Light,Medium,Healthy,No,Never,67
24,Female,Medium,Medium,High,58.9,27.9,Combination,6,3.2,Moderate,High,Healthy,Yes,Frequently,37
37,Female,Medium,Medium,Low,41.9,27.9,Normal,6,1.7,Light,Low,Junk,Yes,Occasionally,30
40,Male,Medium,Medium,Low,40.3,23.5,Normal,7,3.2,None,High,Balanced,No,Frequently,39
59,Male,Medium,High,Low,30.8,20.9,Oily,6,3.2,Moderate,Low,Balanced,Yes,Never,65
19,Female,High,High,Medium,81.3,31.3,Oily,4,1.2,Regular,Medium,Balanced,No,Never,55
26,Female,Medium,Medium,Medium,61.5,23.3,Combination,4,1.0,Regular,Medium,Balanced,No,Never,44
36,Female,High,Medium,Medium,84.2,24.6,Combination,9,4.0,Light,Low,Balanced,No,Never,97
33,Female,High,Medium,High,78.5,19.5,Oily,9,2.1,None,High,Healthy,No,Frequently,50
58,Female,Low,High,Medium,84.7,23.2,Oily,8,2.8,Moderate,Medium,Balanced,No,Never,74
25,Female,Medium,Medium,Medium,81.7,33.0,Combination,7,1.9,Regular,Medium,Balanced,No,Never,70
47,Male,Low,Medium,High,58.1,26.3,Dry,5,3.3,Moderate,Medium,Junk,No,Never,36
55,Female,High,Medium,High,36.6,31.7,Combination,6,3.1,Light,Medium,Balanced,Yes,Never,51
53,Female,Medium,Medium,Low,75.8,22.1,Dry,5,1.5,Moderate,Medium,Healthy,No,Never,50
50,Male,Low,High,Medium,68.4,18.6,Oily,8,3.1,Moderate,Low,Balanced,No,Never,84
29,Female,High,High,Low,77.7,29.2,Oily,5,1.2,None,High,Healthy,No,Occasionally,25
23,Female,Medium,Medium,Low,59.9,30.9,Normal,5,2.0,Moderate,Medium,Junk,No,Never,44
38,Male,Low,Low,Low,63.1,28.8,Dry,4,3.7,Regular,Low,Healthy,No,Never,78
53,Male,Low,High,Medium,30.2,23.3,Sensitive,5,3.2,Regular,High,Balanced,Yes,Frequently,16
21,Male,Medium,Low,Low,76.8,32.5,Dry,9,1.2,Moderate,Medium,Healthy,No,Never,76
50,Male,Medium,Medium,Low,47.3,20.5,Normal,9,1.2,Regular,High,Balanced,No,Never,55
28,Female,Low,High,High,52.3,33.3,Dry,6,1.2,Moderate,Medium,Mixed,No,Never,44
33,Male,High,High,High,54.6,35.9,Oily,4,2.8,None,Medium,Balanced,No,Occasionally,38
25,Female,Medium,Low,Low,38.6,37.4,Oily,8,3.2,Light,Medium,Mixed,No,Occasionally,72
29,Female,Medium,High,High,69.6,25.1,Sensitive,5,3.0,Regular,Medium,Balanced,No,Occasionally,67
54,Male,High,Low,High,50.3,36.4,Sensitive,7,3.8,Light,Low,Balanced,No,Never,84
50,Male,Low,Low,Low,83.9,26.9,Dry,7,2.1,Moderate,High,Junk,Yes,Never,20
42,Male,Medium,Low,High,27.0,18.4,Sensitive,5,3.8,Regular,Low,Balanced,No,Never,78
57,Female,Medium,Medium,Low,25.6,27.3,Normal,9,3.6,Light,Low,Junk,No,Never,76
38,Male,Medium,High,Medium,42.9,28.5,Oily,6,1.9,Light,High,Healthy,No,Occasionally,37
43,Male,Medium,High,Low,82.9,28.4,Oily,9,3.5,Moderate,High,Healthy,Yes,Occasionally,62
37,Male,Medium,Medium,Medium,76.1,21.2,Oily,7,2.4,Moderate,Low,Balanced,No,Frequently,77
44,Male,Medium,Low,Low,37.3,20.3,Sensitive,9,2.9,Moderate,Low,Junk,No,Occasionally,75
60,Male,Medium,Medium,Low,39.5,29.5,Normal,7,3.9,None,Low,Healthy,No,Never,80
18,Female,High,Medium,Low,84.8,23.4,Sensitive,9,2.2,Light,Low,Junk,No,Never,77
29,Female,High,Medium,Low,76.7,28.4,Combination,8,2.4,Moderate,Medium,Healthy,No,Never,89
55,Male,Low,Low,High,71.6,20.1,Dry,7,4.0,Light,Medium,Balanced,No,Never,68
18,Female,Low,Low,Medium,60.5,24.6,Sensitive,8,3.9,Light,Low,Balanced,No,Never,85
31,Male,Medium,High,Medium,42.6,23.4,Oily,7,1.4,Light,Medium,Healthy,Yes,Never,52
19,Male,Medium,Medium,Low,58.3,22.4,Normal,8,1.4,Moderate,High,Healthy,No,Occasionally,57
24,Female,Medium,Medium,Low,27.9,31.2,Combination,9,3.3,Moderate,Medium,Mixed,No,Occasionally,77
50,Female,Medium,Low,High,73.4,26.7,Sensitive,8,2.4,Moderate,High,Balanced,No,Occasionally,55
34,Male,High,Low,Medium,45.8,20.2,Sensitive,9,2.7,Regular,Medium,Healthy,No,Occasionally,92
57,Male,Medium,Medium,Low,36.8,33.4,Normal,7,3.2,Moderate,Medium,Balanced,No,Never,79
33,Female,Low,Medium,Medium,29.1,32.0,Combination,4,1.4,Light,Medium,Junk,No,Never,15
57,Male,Medium,Medium,High,34.6,34.7,Combination,7,1.8,None,Medium,Healthy,Yes,Never,30
35,Male,Low,Low,High,43.8,29.9,Dry,4,1.2,Moderate,Low,Balanced,No,Occasionally,37
38,Female,Medium,Medium,Low,75.6,34.6,Normal,8,1.2,Moderate,Medium,Healthy,No,Frequently,59
53,Female,Medium,High,Low,32.9,25.9,Oily,8,2.8,Moderate,Medium,Healthy,No,Frequently,69
23,Male,Medium,High,Medium,27.6,22.4,Oily,4,3.1,Moderate,Medium,Healthy,No,Frequently,51
49,Male,Medium,Medium,Low,33.4,25.8,Normal,5,1.5,Moderate,Medium,Balanced,No,Never,47
45,Female,Medium,High,Medium,42.0,30.7,Sensitive,8,1.3,None,High,Healthy,Yes,Never,28
41,Female,Medium,Medium,Low,29.4,34.5,Normal,9,1.5,Moderate,Medium,Balanced,No,Never,71
40,Female,High,Medium,High,33.2,31.6,Combination,4,3.1,Moderate,Low,Junk,No,Never,58
21,Male,High,Medium,Low,59.6,26.7,Combination,9,1.5,Regular,Medium,Junk,No,Occasionally,60
41,Male,High,Medium,Low,36.3,26.3,Combination,8,1.9,Moderate,Medium,Balanced,No,Never,73
36,Female,High,Low,Low,80.7,36.2,Dry,6,1.8,Regular,Medium,Healthy,No,Never,72
20,Female,Medium,Medium,Low,55.0,27.7,Dry,7,3.9,Moderate,High,Healthy,No,Occasionally,69
30,Female,High,High,Low,25.7,21.4,Oily,9,3.0,Light,Low,Junk,No,Frequently,72
25,Male,Low,High,Low,58.3,28.7,Dry,7,3.4,Light,Low,Balanced,No,Occasionally,78
48,Female,High,Low,Medium,59.7,29.0,Dry,9,3.9,Moderate,Low,Balanced,No,Never,100
59,Female,Medium,Medium,Low,41.5,34.5,Normal,9,3.7,Regular,Low,Balanced,No,Never,99
43,Female,Low,Low,Medium,37.9,33.9,Dry,7,1.7,None,High,Balanced,No,Never,32
46,Male,Low,Low,Low,28.9,23.0,Dry,4,2.0,Light,Medium,Junk,Yes,Occasionally,8
25,Female,Medium,High,Medium,25.5,27.1,Oily,6,1.1,Moderate,Low,Balanced,No,Never,67
49,Male,Medium,Low,Low,77.7,27.9,Dry,5,3.0,Light,Medium,Balanced,Yes,Occasionally,38
25,Male,Medium,Medium,Low,82.5,23.6,Normal,9,3.4,None,Medium,Healthy,No,Never,82
58,Female,High,High,Low,82.4,30.6,Oily,5,2.0,Moderate,Low,Healthy,Yes,Never,62
29,Male,Low,Medium,Low,76.9,30.8,Dry,5,1.9,Light,Medium,Healthy,Yes,Occasionally,22
29,Male,Low,Low,Medium,78.4,38.0,Dry,6,2.6,Light,Low,Junk,No,Never,56
50,Male,High,Medium,Low,68.1,29.5,Combination,5,1.9,Regular,Medium,Healthy,No,Never,59
32,Female,Medium,Medium,Medium,34.7,28.3,Combination,8,1.7,None,Medium,Balanced,No,Occasionally,46
19,Male,Medium,Medium,Low,49.5,26.8,Normal,6,3.5,Light,Low,Healthy,No,Never,84
37,Male,High,Medium,High,52.8,22.4,Combination,5,2.3,Light,High,Healthy,No,Never,47
49,Female,High,High,High,77.0,27.9,Oily,6,1.3,Regular,Low,Junk,No,Frequently,41
39,Male,Medium,Low,Medium,47.9,32.8,Dry,7,2.3,Light,Medium,Balanced,No,Occasionally,65
41,Male,Medium,Medium,Low,38.4,22.6,Normal,5,1.7,Light,High,Mixed,No,Never,22
39,Female,Medium,Low,Medium,40.6,19.6,Dry,5,2.3,Regular,Low,Junk,No,Never,59
23,Female,High,High,High,62.8,33.5,Oily,4,3.9,Light,Medium,Junk,Yes,Occasionally,24
44,Female,High,Low,Medium,49.8,23.7,Oily,8,2.2,Light,Medium,Balanced,Yes,Never,67
53,Male,Medium,Medium,Low,62.5,33.2,Normal,8,3.3,None,High,Healthy,Yes,Never,44
31,Male,High,Medium,High,47.1,20.6,Oily,9,2.2,Light,Medium,Balanced,Yes,Occasionally,59
23,Male,Low,Medium,Medium,75.2,33.6,Combination,5,1.5,Moderate,High,Junk,Yes,Never,0
60,Female,High,High,High,45.3,37.9,Oily,7,1.9,Regular,Medium,Healthy,No,Never,75
27,Male,Medium,Medium,Low,71.6,36.5,Normal,8,2.4,Light,Medium,Healthy,No,Never,79
30,Male,Low,Low,Medium,71.3,28.6,Dry,9,1.6,Moderate,Low,Junk,No,Never,65
19,Female,Medium,High,Medium,31.1,21.2,Oily,9,1.0,Regular,Medium,Healthy,Yes,Occasionally,60
44,Male,High,Low,High,79.4,21.0,Oily,8,2.9,Regular,Medium,Healthy,No,Occasionally,91
24,Male,Low,Low,High,83.4,35.0,Dry,8,2.5,Moderate,Medium,Mixed,No,Occasionally,62
20,Female,Medium,Medium,Low,82.1,34.7,Normal,7,3.5,Moderate,High,Healthy,No,Occasionally,67
39,Male,Medium,Medium,High,41.7,20.7,Dry,5,2.2,Regular,Low,Balanced,No,Occasionally,72
29,Female,High,Medium,Low,74.2,37.5,Dry,7,3.7,Light,Medium,Healthy,No,Occasionally,82
50,Male,High,Medium,High,83.8,32.9,Dry,5,4.0,None,High,Balanced,No,Never,36
42,Male,Medium,Medium,Low,52.9,21.0,Combination,9,1.9,Light,Low,Healthy,No,Never,85
20,Male,High,Medium,High,58.4,20.0,Combination,5,2.7,Regular,Medium,Healthy,Yes,Never,57
39,Female,Low,Medium,High,38.7,23.8,Dry,5,1.4,Light,Low,Healthy,No,Occasionally,44
18,Female,Medium,High,Low,50.3,32.6,Oily,7,1.3,Moderate,Medium,Healthy,No,Never,67
19,Female,High,High,High,78.0,32.0,Oily,8,1.1,Regular,Medium,Balanced,No,Frequently,60
27,Female,Medium,Medium,Low,68.9,27.5,Normal,9,2.7,None,Medium,Balanced,Yes,Occasionally,52
45,Male,Low,Medium,High,80.3,37.7,Dry,6,3.4,Moderate,Medium,Balanced,No,Never,67
41,Male,High,Low,High,66.9,26.2,Dry,6,4.0,Moderate,Low,Healthy,No,Never,91
36,Female,Medium,Medium,Low,84.8,18.8,Normal,4,1.6,Moderate,Medium,Balanced,Yes,Never,29
51,Male,Low,High,High,27.8,23.8,Oily,9,2.1,Regular,Low,Healthy,No,Never,91
48,Male,Medium,High,Low,27.6,35.0,Oily,5,3.2,None,Low,Healthy,No,Occasionally,57
54,Male,High,Medium,Low,32.8,19.8,Combination,6,3.6,Light,Medium,Balanced,Yes,Occasionally,49
39,Male,Medium,Low,High,58.4,19.0,Sensitive,5,1.2,Moderate,Low,Mixed,No,Never,53
42,Female,Medium,Medium,Low,63.2,33.9,Combination,4,3.0,Regular,Medium,Balanced,No,Never,65
38,Female,Low,Medium,Low,34.9,31.0,Sensitive,6,1.4,None,Medium,Balanced,No,Never,40
21,Male,Low,Low,Medium,49.4,29.9,Dry,6,2.9,Light,Medium,Balanced,No,Never,59
37,Male,High,Low,High,82.8,21.1,Sensitive,5,2.5,Moderate,Low,Mixed,No,Never,67
48,Male,Medium,High,Low,30.4,34.7,Sensitive,9,2.3,None,Medium,Healthy,Yes,Occasionally,47
20,Female,High,High,Medium,41.7,37.6,Oily,6,1.8,Regular,Low,Mixed,No,Occasionally,65
53,Female,Medium,Medium,Low,58.7,21.0,Normal,9,1.5,Regular,Low,Balanced,Yes,Occasionally,59
57,Female,High,Medium,Low,56.3,37.1,Combination,4,2.3,None,Medium,Healthy,No,Never,48
42,Male,High,Low,Medium,80.7,35.3,Sensitive,5,2.1,Light,High,Healthy,No,Occasionally,45
29,Female,Medium,High,Medium,49.3,29.7,Oily,6,2.2,None,Low,Healthy,No,Never,69
57,Male,Medium,High,Low,54.2,34.5,Oily,6,2.7,Moderate,Medium,Balanced,No,Never,67
52,Male,Low,Low,Low,66.8,28.6,Dry,5,3.9,Light,Medium,Junk,No,Never,34
44,Female,Medium,High,High,73.3,33.5,Oily,9,1.1,Regular,Medium,Mixed,No,Frequently,59
44,Female,Medium,Medium,Low,64.1,31.8,Combination,7,3.0,None,Low,Healthy,No,Never,82
44,Female,Medium,Low,High,76.9,28.0,Dry,9,1.1,Light,Low,Mixed,Yes,Never,52
51,Female,Medium,Medium,Low,48.1,27.7,Normal,6,3.7,Light,High,Healthy,No,Occasionally,47
59,Female,Medium,High,Medium,82.7,34.4,Oily,9,2.9,None,High,Junk,No,Never,32
35,Male,Low,Low,Low,83.5,28.4,Dry,9,2.5,None,High,Junk,No,Occasionally,28
42,Male,Low,Low,High,50.4,27.3,Dry,4,3.2,Light,Low,Junk,No,Frequently,31
